All,Ei + Alpha, Pi + Alpha,Pi + Ei
poly,0.6741811075141845,0.6741811075141845,0.7528478738515965,1.0562375385502016
svr,1.1753363688602938,1.1753363688602938,1.763465847805745,0.5531292446981214
xgb,1.0762877160687176,0.5054070647977144,1.198854282399518,0.8540808346699066
nn,0.38064356816877987,0.38064356816877987,0.9893741561234118,1.0517947892453312
stacked,0.6283031792085557,0.5018752634145253,1.0586707528448407,0.7177111021927701
