All,Ei + Alpha + Dipole,Alpha + Dipole,Alpha + Dipole + Pi
poly,0.5270240351702694,,,
svr,0.24484230231685772,,,
xgb,0.11220068858849427,,,
nn,0.19097320436055706,,,
stacked,0.2326704452748399,,,
