All,Ei + Alpha + Dipole,Alpha + Dipole,Alpha + Dipole + Pi
poly,0.11210667087610343,0.11210667087610343,0.20034303229329165,0.20034303229329165
svr,0.06516022713619012,0.06516022713619012,0.0967446875863155,0.0967446875863155
xgb,0.08448985542434541,0.09701518253090224,0.12207928634381904,0.1202839267045733
nn,0.05550266872375342,0.05550266872375342,0.032534279837024116,0.032534279837024116
stacked,0.03971963563569502,0.04090481322592896,0.06652390745795318,0.0666102391962332
