All,Ei + Alpha + Dipole,Alpha + Dipole,Alpha + Dipole + Pi
poly,0.04230592004552827,0.034608035354546915,0.014742663881913722,0.03250151637799412
svr,0.08270931283472675,0.07907122159651066,0.050307067577298664,0.05718402969023106
xgb,0.0422378120141313,0.10274679769587425,0.07812692350229906,0.045085551049671775
nn,0.05824295099872595,0.08388904984267086,0.03361166346204116,0.024342882755291912
stacked,0.034378476230963975,0.03990547433838869,0.028720987750078926,0.019327467842420502
