Feature Importance,Models,Propriedade Molecular
0,0.3284812063901753,Regressão Polinomial,Alpha
1,0.6715187936098246,Regressão Polinomial,Pi Bond
2,0.6985199284168869,SVR,Alpha
3,0.301480071583113,SVR,Pi Bond
4,0.9867807251428431,XGBoost,Alpha
5,0.013219274857156946,XGBoost,Pi Bond
6,,RNA,Alpha
7,,RNA,Pi Bond
8,0.5514738921880192,Modelo Ensemble,Alpha
9,0.44852610781198077,Modelo Ensemble,Pi Bond
