All,Ei + Alpha + Dipole,Alpha + Dipole,Alpha + Dipole + Pi
poly,0.24788654403451957,0.365110889545996,0.34862312502169274,0.2783532161614331
svr,0.1924017915310568,0.3512428885779953,0.3240987391662121,0.19331017074048465
xgb,0.053092875962270615,0.25222973159891016,0.21307322859294148,0.05587545754505411
nn,0.23529379693717728,0.31585563523670607,0.3836698028012687,0.2612867435416848
stacked,0.16135008911829257,0.2747105730276131,0.288552882750443,0.1822993073747636
