Feature Importance,Models,Propriedade Molecular
0,0.23248171883827762,Regressão Polinomial,Ei
1,0.7675182811617224,Regressão Polinomial,Alpha
2,0.3589825075425466,SVR,Ei
3,0.6410174924574534,SVR,Alpha
4,0.41577969247929475,XGBoost,Ei
5,0.5842203075207053,XGBoost,Alpha
6,0.04637001454367536,RNA,Ei
7,0.9536299854563246,RNA,Alpha
8,0.19864066002607766,Modelo Ensemble,Ei
9,0.8013593399739224,Modelo Ensemble,Alpha
